list_name,name,label,county_key,constituency_key,subcounty_key,division_key,location_key,ward_key,poll_station_key,poll_station_code,no_of_poll_stations
county,nyamira,NYAMIRA,,,,,,,,,
county,nairobi_city,NAIROBI CITY,,,,,,,,,
constituency,changamwe,CHANGAMWE,mombasa,,,,,,,,
constituency,jomvu,JOMVU,mombasa,,,,,,,,
constituency,kisauni,KISAUNI,mombasa,,,,,,,,
constituency,nyali,NYALI,mombasa,,,,,,,,
constituency,likoni,LIKONI,mombasa,,,,,,,,
constituency,mvita,MVITA,mombasa,,,,,,,,
constituency,msambweni,MSAMBWENI,kwale,,,,,,,,
constituency,lungalunga,LUNGALUNGA,kwale,,,,,,,,
constituency,matuga,MATUGA,kwale,,,,,,,,
constituency,kinango,KINANGO,kwale,,,,,,,,
constituency,kilifi_north,KILIFI NORTH,kilifi,,,,,,,,
constituency,kilifi_south,KILIFI SOUTH,kilifi,,,,,,,,
constituency,kaloleni,KALOLENI,kilifi,,,,,,,,
constituency,rabai,RABAI,kilifi,,,,,,,,
constituency,ganze,GANZE,kilifi,,,,,,,,
constituency,malindi,MALINDI,kilifi,,,,,,,,
constituency,magarini,MAGARINI,kilifi,,,,,,,,
constituency,garsen,GARSEN,tana_river,,,,,,,,
constituency,galole,GALOLE,tana_river,,,,,,,,
constituency,bura,BURA,tana_river,,,,,,,,
constituency,lamu_east,LAMU EAST,lamu,,,,,,,,
constituency,lamu_west,LAMU WEST,lamu,,,,,,,,
constituency,taveta,TAVETA,taita_taveta,,,,,,,,
constituency,wundanyi,WUNDANYI,taita_taveta,,,,,,,,
constituency,mwatate,MWATATE,taita_taveta,,,,,,,,
constituency,voi,VOI,taita_taveta,,,,,,,,
constituency,garissa_township,GARISSA TOWNSHIP,garissa,,,,,,,,
constituency,balambala,BALAMBALA,garissa,,,,,,,,
constituency,lagdera,LAGDERA,garissa,,,,,,,,
constituency,dadaab,DADAAB,garissa,,,,,,,,
constituency,fafi,FAFI,garissa,,,,,,,,
constituency,ijara,IJARA,garissa,,,,,,,,
constituency,wajir_north,WAJIR NORTH,wajir,,,,,,,,
constituency,wajir_east,WAJIR EAST,wajir,,,,,,,,
constituency,tarbaj,TARBAJ,wajir,,,,,,,,
constituency,wajir_west,WAJIR WEST,wajir,,,,,,,,
constituency,eldas,ELDAS,wajir,,,,,,,,
constituency,wajir_south,WAJIR SOUTH,wajir,,,,,,,,
constituency,mandera_west,MANDERA WEST,mandera,,,,,,,,
constituency,banissa,BANISSA,mandera,,,,,,,,
constituency,mandera_north,MANDERA NORTH,mandera,,,,,,,,
constituency,mandera_south,MANDERA SOUTH,mandera,,,,,,,,
constituency,mandera_east,MANDERA EAST,mandera,,,,,,,,
constituency,lafey,LAFEY,mandera,,,,,,,,
constituency,moyale,MOYALE,marsabit,,,,,,,,
constituency,north_horr,NORTH HORR,marsabit,,,,,,,,
constituency,saku,SAKU,marsabit,,,,,,,,
constituency,laisamis,LAISAMIS,marsabit,,,,,,,,
constituency,isiolo_north,ISIOLO NORTH,isiolo,,,,,,,,
constituency,isiolo_south,ISIOLO SOUTH,isiolo,,,,,,,,
constituency,igembe_south,IGEMBE SOUTH,meru,,,,,,,,
constituency,igembe_central,IGEMBE CENTRAL,meru,,,,,,,,
constituency,igembe_north,IGEMBE NORTH,meru,,,,,,,,
constituency,tigania_west,TIGANIA WEST,meru,,,,,,,,
constituency,tigania_east,TIGANIA EAST,meru,,,,,,,,
constituency,north_imenti,NORTH IMENTI,meru,,,,,,,,
constituency,buuri,BUURI,meru,,,,,,,,
constituency,central_imenti,CENTRAL IMENTI,meru,,,,,,,,
constituency,south_imenti,SOUTH IMENTI,meru,,,,,,,,
constituency,maara,MAARA,tharaka_nithi,,,,,,,,
constituency,chuka_igambangombe,CHUKA/IGAMBANG'OMBE,tharaka_nithi,,,,,,,,
constituency,tharaka,THARAKA,tharaka_nithi,,,,,,,,
constituency,manyatta,MANYATTA,embu,,,,,,,,
constituency,runyenjes,RUNYENJES,embu,,,,,,,,
constituency,mbeere_south,MBEERE SOUTH,embu,,,,,,,,
constituency,mbeere_north,MBEERE NORTH,embu,,,,,,,,
constituency,mwingi_north,MWINGI NORTH,kitui,,,,,,,,
constituency,mwingi_west,MWINGI WEST,kitui,,,,,,,,
constituency,mwingi_central,MWINGI CENTRAL,kitui,,,,,,,,
constituency,kitui_west,KITUI WEST,kitui,,,,,,,,
constituency,kitui_rural,KITUI RURAL,kitui,,,,,,,,
constituency,kitui_central,KITUI CENTRAL,kitui,,,,,,,,
constituency,kitui_east,KITUI EAST,kitui,,,,,,,,
constituency,kitui_south,KITUI SOUTH,kitui,,,,,,,,
constituency,masinga,MASINGA,machakos,,,,,,,,
constituency,yatta,YATTA,machakos,,,,,,,,
constituency,kangundo,KANGUNDO,machakos,,,,,,,,
constituency,matungulu,MATUNGULU,machakos,,,,,,,,
constituency,kathiani,KATHIANI,machakos,,,,,,,,
constituency,mavoko,MAVOKO,machakos,,,,,,,,
constituency,machakos_town,MACHAKOS TOWN,machakos,,,,,,,,
constituency,mwala,MWALA,machakos,,,,,,,,
constituency,mbooni,MBOONI,makueni,,,,,,,,
constituency,kilome,KILOME,makueni,,,,,,,,
constituency,kaiti,KAITI,makueni,,,,,,,,
constituency,makueni,MAKUENI,makueni,,,,,,,,
constituency,kibwezi_west,KIBWEZI WEST,makueni,,,,,,,,
constituency,kibwezi_east,KIBWEZI EAST,makueni,,,,,,,,
constituency,kinangop,KINANGOP,nyandarua,,,,,,,,
constituency,kipipiri,KIPIPIRI,nyandarua,,,,,,,,
constituency,ol_kalou,OL KALOU,nyandarua,,,,,,,,
constituency,ol_jorok,OL JOROK,nyandarua,,,,,,,,
constituency,ndaragwa,NDARAGWA,nyandarua,,,,,,,,
constituency,tetu,TETU,nyeri,,,,,,,,
constituency,kieni,KIENI,nyeri,,,,,,,,
constituency,mathira,MATHIRA,nyeri,,,,,,,,
constituency,othaya,OTHAYA,nyeri,,,,,,,,
constituency,mukurweini,MUKURWEINI,nyeri,,,,,,,,
constituency,nyeri_town,NYERI TOWN,nyeri,,,,,,,,
constituency,mwea,MWEA,kirinyaga,,,,,,,,
constituency,gichugu,GICHUGU,kirinyaga,,,,,,,,
constituency,ndia,NDIA,kirinyaga,,,,,,,,
constituency,kirinyaga_central,KIRINYAGA CENTRAL,kirinyaga,,,,,,,,
constituency,kangema,KANGEMA,muranga,,,,,,,,
constituency,mathioya,MATHIOYA,muranga,,,,,,,,
constituency,kiharu,KIHARU,muranga,,,,,,,,
constituency,kigumo,KIGUMO,muranga,,,,,,,,
constituency,maragwa,MARAGWA,muranga,,,,,,,,
constituency,kandara,KANDARA,muranga,,,,,,,,
constituency,gatanga,GATANGA,muranga,,,,,,,,
constituency,gatundu_south,GATUNDU SOUTH,kiambu,,,,,,,,
constituency,gatundu_north,GATUNDU NORTH,kiambu,,,,,,,,
constituency,juja,JUJA,kiambu,,,,,,,,
constituency,thika_town,THIKA TOWN,kiambu,,,,,,,,
constituency,ruiru,RUIRU,kiambu,,,,,,,,
constituency,githunguri,GITHUNGURI,kiambu,,,,,,,,
constituency,kiambu,KIAMBU,kiambu,,,,,,,,
constituency,kiambaa,KIAMBAA,kiambu,,,,,,,,
constituency,kabete,KABETE,kiambu,,,,,,,,
constituency,kikuyu,KIKUYU,kiambu,,,,,,,,
constituency,limuru,LIMURU,kiambu,,,,,,,,
constituency,lari,LARI,kiambu,,,,,,,,
constituency,turkana_north,TURKANA NORTH,turkana,,,,,,,,
constituency,turkana_west,TURKANA WEST,turkana,,,,,,,,
constituency,turkana_central,TURKANA CENTRAL,turkana,,,,,,,,
constituency,loima,LOIMA,turkana,,,,,,,,
constituency,turkana_south,TURKANA SOUTH,turkana,,,,,,,,
constituency,turkana_east,TURKANA EAST,turkana,,,,,,,,
constituency,kapenguria,KAPENGURIA,west_pokot,,,,,,,,
constituency,sigor,SIGOR,west_pokot,,,,,,,,
constituency,kacheliba,KACHELIBA,west_pokot,,,,,,,,
constituency,pokot_south,POKOT SOUTH,west_pokot,,,,,,,,
constituency,samburu_west,SAMBURU WEST,samburu,,,,,,,,
constituency,samburu_north,SAMBURU NORTH,samburu,,,,,,,,
constituency,samburu_east,SAMBURU EAST,samburu,,,,,,,,
constituency,kwanza,KWANZA,trans_nzoia,,,,,,,,
constituency,endebess,ENDEBESS,trans_nzoia,,,,,,,,
constituency,saboti,SABOTI,trans_nzoia,,,,,,,,
constituency,kiminini,KIMININI,trans_nzoia,,,,,,,,
constituency,cherangany,CHERANGANY,trans_nzoia,,,,,,,,
constituency,soy,SOY,uasin_gishu,,,,,,,,
constituency,turbo,TURBO,uasin_gishu,,,,,,,,
constituency,moiben,MOIBEN,uasin_gishu,,,,,,,,
constituency,ainabkoi,AINABKOI,uasin_gishu,,,,,,,,
constituency,kapseret,KAPSERET,uasin_gishu,,,,,,,,
constituency,kesses,KESSES,uasin_gishu,,,,,,,,
constituency,marakwet_east,MARAKWET EAST,elgeyo_marakwet,,,,,,,,
constituency,marakwet_west,MARAKWET WEST,elgeyo_marakwet,,,,,,,,
constituency,keiyo_north,KEIYO NORTH,elgeyo_marakwet,,,,,,,,
constituency,keiyo_south,KEIYO SOUTH,elgeyo_marakwet,,,,,,,,
constituency,tinderet,TINDERET,nandi,,,,,,,,
constituency,aldai,ALDAI,nandi,,,,,,,,
constituency,nandi_hills,NANDI HILLS,nandi,,,,,,,,
constituency,chesumei,CHESUMEI,nandi,,,,,,,,
constituency,emgwen,EMGWEN,nandi,,,,,,,,
constituency,mosop,MOSOP,nandi,,,,,,,,
constituency,tiaty,TIATY,baringo,,,,,,,,
constituency,baringo_north,BARINGO NORTH,baringo,,,,,,,,
constituency,baringo_central,BARINGO CENTRAL,baringo,,,,,,,,
constituency,baringo_south,BARINGO SOUTH,baringo,,,,,,,,
constituency,mogotio,MOGOTIO,baringo,,,,,,,,
constituency,eldama_ravine,ELDAMA RAVINE,baringo,,,,,,,,
constituency,laikipia_west,LAIKIPIA WEST,laikipia,,,,,,,,
constituency,laikipia_east,LAIKIPIA EAST,laikipia,,,,,,,,
constituency,laikipia_north,LAIKIPIA NORTH,laikipia,,,,,,,,
constituency,molo,MOLO,nakuru,,,,,,,,
constituency,njoro,NJORO,nakuru,,,,,,,,
constituency,naivasha,NAIVASHA,nakuru,,,,,,,,
constituency,gilgil,GILGIL,nakuru,,,,,,,,
constituency,kuresoi_south,KURESOI SOUTH,nakuru,,,,,,,,
constituency,kuresoi_north,KURESOI NORTH,nakuru,,,,,,,,
constituency,subukia,SUBUKIA,nakuru,,,,,,,,
constituency,rongai,RONGAI,nakuru,,,,,,,,
constituency,bahati,BAHATI,nakuru,,,,,,,,
constituency,nakuru_town_west,NAKURU TOWN WEST,nakuru,,,,,,,,
constituency,nakuru_town_east,NAKURU TOWN EAST,nakuru,,,,,,,,
constituency,kilgoris,KILGORIS,narok,,,,,,,,
constituency,emurua_dikirr,EMURUA DIKIRR,narok,,,,,,,,
constituency,narok_north,NAROK NORTH,narok,,,,,,,,
constituency,narok_east,NAROK EAST,narok,,,,,,,,
constituency,narok_south,NAROK SOUTH,narok,,,,,,,,
constituency,narok_west,NAROK WEST,narok,,,,,,,,
constituency,kajiado_north,KAJIADO NORTH,kajiado,,,,,,,,
constituency,kajiado_central,KAJIADO CENTRAL,kajiado,,,,,,,,
constituency,kajiado_east,KAJIADO EAST,kajiado,,,,,,,,
constituency,kajiado_west,KAJIADO WEST,kajiado,,,,,,,,
constituency,kajiado_south,KAJIADO SOUTH,kajiado,,,,,,,,
constituency,kipkelion_east,KIPKELION EAST,kericho,,,,,,,,
constituency,kipkelion_west,KIPKELION WEST,kericho,,,,,,,,
constituency,ainamoi,AINAMOI,kericho,,,,,,,,
constituency,bureti,BURETI,kericho,,,,,,,,
constituency,belgut,BELGUT,kericho,,,,,,,,
constituency,sigowet_soin,SIGOWET/SOIN,kericho,,,,,,,,
constituency,sotik,SOTIK,bomet,,,,,,,,
constituency,chepalungu,CHEPALUNGU,bomet,,,,,,,,
constituency,bomet_east,BOMET EAST,bomet,,,,,,,,
constituency,bomet_central,BOMET CENTRAL,bomet,,,,,,,,
constituency,konoin,KONOIN,bomet,,,,,,,,
constituency,lugari,LUGARI,kakamega,,,,,,,,
constituency,likuyani,LIKUYANI,kakamega,,,,,,,,
constituency,malava,MALAVA,kakamega,,,,,,,,
constituency,lurambi,LURAMBI,kakamega,,,,,,,,
constituency,navakholo,NAVAKHOLO,kakamega,,,,,,,,
constituency,mumias_west,MUMIAS WEST,kakamega,,,,,,,,
constituency,mumias_east,MUMIAS EAST,kakamega,,,,,,,,
constituency,matungu,MATUNGU,kakamega,,,,,,,,
constituency,butere,BUTERE,kakamega,,,,,,,,
constituency,khwisero,KHWISERO,kakamega,,,,,,,,
constituency,shinyalu,SHINYALU,kakamega,,,,,,,,
constituency,ikolomani,IKOLOMANI,kakamega,,,,,,,,
constituency,vihiga,VIHIGA,vihiga,,,,,,,,
constituency,sabatia,SABATIA,vihiga,,,,,,,,
constituency,hamisi,HAMISI,vihiga,,,,,,,,
constituency,luanda,LUANDA,vihiga,,,,,,,,
constituency,emuhaya,EMUHAYA,vihiga,,,,,,,,
constituency,mt_elgon,MT. ELGON,bungoma,,,,,,,,
constituency,sirisia,SIRISIA,bungoma,,,,,,,,
constituency,kabuchai,KABUCHAI,bungoma,,,,,,,,
constituency,bumula,BUMULA,bungoma,,,,,,,,
constituency,kanduyi,KANDUYI,bungoma,,,,,,,,
constituency,webuye_east,WEBUYE EAST,bungoma,,,,,,,,
constituency,webuye_west,WEBUYE WEST,bungoma,,,,,,,,
constituency,kimilili,KIMILILI,bungoma,,,,,,,,
constituency,tongaren,TONGAREN,bungoma,,,,,,,,
constituency,teso_north,TESO NORTH,busia,,,,,,,,
constituency,teso_south,TESO SOUTH,busia,,,,,,,,
constituency,nambale,NAMBALE,busia,,,,,,,,
constituency,matayos,MATAYOS,busia,,,,,,,,
constituency,butula,BUTULA,busia,,,,,,,,
constituency,funyula,FUNYULA,busia,,,,,,,,
constituency,budalangi,BUDALANGI,busia,,,,,,,,
constituency,ugenya,UGENYA,siaya,,,,,,,,
constituency,ugunja,UGUNJA,siaya,,,,,,,,
constituency,alego_usonga,ALEGO USONGA,siaya,,,,,,,,
constituency,gem,GEM,siaya,,,,,,,,
constituency,bondo,BONDO,siaya,,,,,,,,
constituency,rarieda,RARIEDA,siaya,,,,,,,,
constituency,kisumu_east,KISUMU EAST,kisumu,,,,,,,,
constituency,kisumu_west,KISUMU WEST,kisumu,,,,,,,,
constituency,kisumu_central,KISUMU CENTRAL,kisumu,,,,,,,,
constituency,seme,SEME,kisumu,,,,,,,,
constituency,nyando,NYANDO,kisumu,,,,,,,,
constituency,muhoroni,MUHORONI,kisumu,,,,,,,,
constituency,nyakach,NYAKACH,kisumu,,,,,,,,
constituency,kasipul,KASIPUL,homa_bay,,,,,,,,
constituency,kabondo_kasipul,KABONDO KASIPUL,homa_bay,,,,,,,,
constituency,karachuonyo,KARACHUONYO,homa_bay,,,,,,,,
constituency,rangwe,RANGWE,homa_bay,,,,,,,,
constituency,homa_bay_town,HOMA BAY TOWN,homa_bay,,,,,,,,
constituency,ndhiwa,NDHIWA,homa_bay,,,,,,,,
constituency,suba_north,SUBA NORTH,homa_bay,,,,,,,,
constituency,suba_south,SUBA SOUTH,homa_bay,,,,,,,,
constituency,rongo,RONGO,migori,,,,,,,,
constituency,awendo,AWENDO,migori,,,,,,,,
constituency,suna_east,SUNA EAST,migori,,,,,,,,
constituency,suna_west,SUNA WEST,migori,,,,,,,,
constituency,uriri,URIRI,migori,,,,,,,,
constituency,nyatike,NYATIKE,migori,,,,,,,,
constituency,kuria_west,KURIA WEST,migori,,,,,,,,
constituency,kuria_east,KURIA EAST,migori,,,,,,,,
constituency,bonchari,BONCHARI,kisii,,,,,,,,
constituency,south_mugirango,SOUTH MUGIRANGO,kisii,,,,,,,,
constituency,bomachoge_borabu,BOMACHOGE BORABU,kisii,,,,,,,,
constituency,bobasi,BOBASI,kisii,,,,,,,,
constituency,bomachoge_chache,BOMACHOGE CHACHE,kisii,,,,,,,,
constituency,nyaribari_masaba,NYARIBARI MASABA,kisii,,,,,,,,
constituency,nyaribari_chache,NYARIBARI CHACHE,kisii,,,,,,,,
constituency,kitutu_chache_north,KITUTU CHACHE NORTH,kisii,,,,,,,,
constituency,kitutu_chache_south,KITUTU CHACHE SOUTH,kisii,,,,,,,,
constituency,kitutu_masaba,KITUTU MASABA,nyamira,,,,,,,,
constituency,west_mugirango,WEST MUGIRANGO,nyamira,,,,,,,,
constituency,north_mugirango,NORTH MUGIRANGO,nyamira,,,,,,,,
constituency,borabu,BORABU,nyamira,,,,,,,,
constituency,westlands,WESTLANDS,nairobi_city,,,,,,,,
constituency,dagoretti_north,DAGORETTI NORTH,nairobi_city,,,,,,,,
constituency,dagoretti_south,DAGORETTI SOUTH,nairobi_city,,,,,,,,
constituency,langata,LANGATA,nairobi_city,,,,,,,,
constituency,kibra,KIBRA,nairobi_city,,,,,,,,
constituency,roysambu,ROYSAMBU,nairobi_city,,,,,,,,
constituency,kasarani,KASARANI,nairobi_city,,,,,,,,
constituency,ruaraka,RUARAKA,nairobi_city,,,,,,,,
constituency,embakasi_south,EMBAKASI SOUTH,nairobi_city,,,,,,,,
constituency,embakasi_north,EMBAKASI NORTH,nairobi_city,,,,,,,,
constituency,embakasi_central,EMBAKASI CENTRAL,nairobi_city,,,,,,,,
constituency,embakasi_east,EMBAKASI EAST,nairobi_city,,,,,,,,
constituency,embakasi_west,EMBAKASI WEST,nairobi_city,,,,,,,,
constituency,makadara,MAKADARA,nairobi_city,,,,,,,,
constituency,kamukunji,KAMUKUNJI,nairobi_city,,,,,,,,
constituency,starehe,STAREHE,nairobi_city,,,,,,,,
constituency,mathare,MATHARE,nairobi_city,,,,,,,,
subcounty,changamwe,CHANGAMWE,mombasa,,,,,,,,
subcounty,jomvu,JOMVU,mombasa,,,,,,,,
subcounty,kisauni,KISAUNI,mombasa,,,,,,,,
subcounty,likoni,LIKONI,mombasa,,,,,,,,
subcounty,mvita,MVITA,mombasa,,,,,,,,
subcounty,nyali,NYALI,mombasa,,,,,,,,
subcounty,kinango,KINANGO,kwale,,,,,,,,
subcounty,lunga_lunga,LUNGA LUNGA,kwale,,,,,,,,
subcounty,matuga,MATUGA,kwale,,,,,,,,
subcounty,msambweni,MSAMBWENI,kwale,,,,,,,,
subcounty,samburu,SAMBURU,kwale,,,,,,,,
subcounty,chonyi,CHONYI,kilifi,,,,,,,,
subcounty,ganze,GANZE,kwale,,,,,,,,
subcounty,kaloleni,KALOLENI,kwale,,,,,,,,
subcounty,kauma,KAUMA,kwale,,,,,,,,
subcounty,kilifi_north,KILIFI NORTH,kwale,,,,,,,,
subcounty,kilifi_south,KILIFI SOUTH,kwale,,,,,,,,
subcounty,magarini,MAGARINI,kwale,,,,,,,,
subcounty,malindi,MALINDI,kwale,,,,,,,,
subcounty,rabai,RABAI,kwale,,,,,,,,
subcounty,tana_delta,TANA DELTA,tana_river,,,,,,,,
subcounty,tana_north,TANA NORTH,tana_river,,,,,,,,
subcounty,tana_river,TANA RIVER,tana_river,,,,,,,,
subcounty,lamu_east,LAMU EAST,lamu,,,,,,,,
subcounty,lamu_west,LAMU WEST,lamu,,,,,,,,
subcounty,mwatate,MWATATE,taita_taveta,,,,,,,,
subcounty,taita,TAITA,taita_taveta,,,,,,,,
subcounty,taveta,TAVETA,taita_taveta,,,,,,,,
subcounty,voi,VOI,taita_taveta,,,,,,,,
subcounty,balambala,BALAMBALA,garissa,,,,,,,,
subcounty,dadaab,DADAAB,garissa,,,,,,,,
subcounty,fafi,FAFI,garissa,,,,,,,,
subcounty,garissa,GARISSA,garissa,,,,,,,,
subcounty,hulugho,HULUGHO,garissa,,,,,,,,
subcounty,ijara,IJARA,garissa,,,,,,,,
subcounty,lagdera,LAGDERA,garissa,,,,,,,,
subcounty,buna,BUNA,wajir,,,,,,,,
subcounty,eldas,ELDAS,wajir,,,,,,,,
subcounty,habaswein,HABASWEIN,wajir,,,,,,,,
subcounty,tarbaj,TARBAJ,wajir,,,,,,,,
subcounty,wajir_east,WAJIR EAST,wajir,,,,,,,,
subcounty,wajir_north,WAJIR NORTH,wajir,,,,,,,,
subcounty,wajir_south,WAJIR SOUTH,wajir,,,,,,,,
subcounty,wajir_west,WAJIR WEST,wajir,,,,,,,,
subcounty,mandera_west,MANDERA WEST,mandera,,,,,,,,
subcounty,banisa,BANISA,mandera,,,,,,,,
subcounty,kutulo,KUTULO,mandera,,,,,,,,
subcounty,lafey,LAFEY,mandera,,,,,,,,
subcounty,mandera_central,MANDERA CENTRAL,mandera,,,,,,,,
subcounty,mandera_east,MANDERA EAST,mandera,,,,,,,,
subcounty,mandera_north,MANDERA NORTH,mandera,,,,,,,,
subcounty,loiyangalani,LOIYANGALANI,marsabit,,,,,,,,
subcounty,marsabit_central,MARSABIT CENTRAL,marsabit,,,,,,,,
subcounty,marsabit_north,MARSABIT NORTH,marsabit,,,,,,,,
subcounty,marsabit_south,MARSABIT SOUTH,marsabit,,,,,,,,
subcounty,moyale,MOYALE,marsabit,,,,,,,,
subcounty,north_horr,NORTH HORR,marsabit,,,,,,,,
subcounty,sololo,SOLOLO,marsabit,,,,,,,,
subcounty,garbatulla,GARBATULLA,isiolo,,,,,,,,
subcounty,isiolo,ISIOLO,isiolo,,,,,,,,
subcounty,merti,MERTI,isiolo,,,,,,,,
subcounty,buuri_east,BUURI EAST,meru,,,,,,,,
subcounty,buuri_west,BUURI WEST,meru,,,,,,,,
subcounty,igembe_central,IGEMBE CENTRAL,meru,,,,,,,,
subcounty,igembe_north,IGEMBE NORTH,meru,,,,,,,,
subcounty,igembe_south,IGEMBE SOUTH,meru,,,,,,,,
subcounty,imenti_north,IMENTI NORTH,meru,,,,,,,,
subcounty,imenti_south,IMENTI SOUTH,meru,,,,,,,,
subcounty,meru_central,MERU CENTRAL,meru,,,,,,,,
subcounty,tigania_central,TIGANIA CENTRAL,meru,,,,,,,,
subcounty,tigania_east,TIGANIA EAST,meru,,,,,,,,
subcounty,tigania_west,TIGANIA WEST,meru,,,,,,,,
subcounty,meru_national_park,MERU NATIONAL PARK,meru,,,,,,,,
subcounty,mt._kenya_forest,MT. KENYA FOREST,meru,,,,,,,,
subcounty,igambangombe,IGAMBANG'OMBE,tharaka-nithi,,,,,,,,
subcounty,maara,MAARA,tharaka-nithi,,,,,,,,
subcounty,meru_south,MERU SOUTH,tharaka-nithi,,,,,,,,
subcounty,tharaka_north,THARAKA NORTH,tharaka-nithi,,,,,,,,
subcounty,tharaka_south,THARAKA SOUTH,tharaka-nithi,,,,,,,,
subcounty,mt._kenya_forest,MT. KENYA FOREST,tharaka-nithi,,,,,,,,
subcounty,embu_east,EMBU EAST,embu,,,,,,,,
subcounty,embu_north,EMBU NORTH,embu,,,,,,,,
subcounty,embu_west,EMBU WEST,embu,,,,,,,,
subcounty,mbeere_south,MBEERE SOUTH,embu,,,,,,,,
subcounty,mbeere_north,MBEERE NORTH,embu,,,,,,,,
subcounty,mt._kenya_forest,MT. KENYA FOREST,embu,,,,,,,,
subcounty,ikutha,IKUTHA,kitui,,,,,,,,
subcounty,katulani,KATULANI,kitui,,,,,,,,
subcounty,kisasi,KISASI,kitui,,,,,,,,
subcounty,kitui_central,KITUI CENTRAL,kitui,,,,,,,,
subcounty,kitui_west,KITUI WEST,kitui,,,,,,,,
subcounty,kyuso,KYUSO,kitui,,,,,,,,
subcounty,lower_yatta,LOWER YATTA,kitui,,,,,,,,
subcounty,matinyani,MATINYANI,kitui,,,,,,,,
subcounty,migwani,MIGWANI,kitui,,,,,,,,
subcounty,mumoni,MUMONI,kitui,,,,,,,,
subcounty,mutitu,MUTITU,kitui,,,,,,,,
subcounty,mutitu_north,MUTITU NORTH,kitui,,,,,,,,
subcounty,mutomo,MUTOMO,kitui,,,,,,,,
subcounty,mwingi_central,MWINGI CENTRAL,kitui,,,,,,,,
subcounty,mwingi_east,MWINGI EAST,kitui,,,,,,,,
subcounty,nzambani,NZAMBANI,kitui,,,,,,,,
subcounty,thagicu,THAGICU,kitui,,,,,,,,
subcounty,tseikuru,TSEIKURU,kitui,,,,,,,,
subcounty,athi_river,ATHI RIVER,machakos,,,,,,,,
subcounty,kalama,KALAMA,machakos,,,,,,,,
subcounty,kangundo,KANGUNDO,machakos,,,,,,,,
subcounty,kathiani,KATHIANI,machakos,,,,,,,,
subcounty,machakos,MACHAKOS,machakos,,,,,,,,
subcounty,masinga,MASINGA,machakos,,,,,,,,
subcounty,matungulu,MATUNGULU,machakos,,,,,,,,
subcounty,mwala,MWALA,machakos,,,,,,,,
subcounty,yatta,YATTA,machakos,,,,,,,,
subcounty,kathonzweni,KATHONZWENI,makueni,,,,,,,,
subcounty,kibwezi,KIBWEZI,makueni,,,,,,,,
subcounty,kilungu,KILUNGU,makueni,,,,,,,,
subcounty,makindu,MAKINDU,makueni,,,,,,,,
subcounty,makueni,MAKUENI,makueni,,,,,,,,
subcounty,mbooni_east,MBOONI EAST,makueni,,,,,,,,
subcounty,mbooni_west,MBOONI WEST,makueni,,,,,,,,
subcounty,mukaa,MUKAA,makueni,,,,,,,,
subcounty,nzaui,NZAUI,makueni,,,,,,,,
subcounty,kinangop,KINANGOP,nyandarua,,,,,,,,
subcounty,nyandarua_south,NYANDARUA SOUTH,nyandarua,,,,,,,,
subcounty,mirangine,MIRANGINE,nyandarua,,,,,,,,
subcounty,kipipiri,KIPIPIRI,nyandarua,,,,,,,,
