agent_id_no,agent_phone_no,agent_name,gender,dob,poll_station_code,poll_station_name,total_registered_voters
95048645,0729539824,agent 00185,m,,1.002E+12,aldinnah_open_grounds_stream_01,676
13662024,0728436144,agent 00186,f,,1.002E+12,aldinnah_open_grounds_stream_02,676
83608250,0728142854,agent 00187,f,,1.002E+12,aldinnah_open_grounds_stream_03,675
40584762,0726100109,agent 00188,f,,1.002E+12,aldinnah_open_grounds_stream_04,675
96703996,0715369505,agent 00189,f,,1.002E+12,aldinnah_open_grounds_stream_05,675
71923464,0727972742,agent 00190,m,,1.002E+12,aldinnah_open_grounds_stream_06,675
70759257,0718284793,agent 00191,f,,1.002E+12,aldinnah_open_grounds_stream_07,675
67117283,0720294351,agent 00192,m,,1.002E+12,misufini_open_grounds_stream_01,68
33821013,0723524045,agent 00193,m,,1.002E+12,abu_ubaida_primary_school_stream_01,620
32234185,0722873018,agent 00194,m,,1.002E+12,abu_ubaida_primary_school_stream_02,619
89011797,0725607315,agent 00195,f,,1.002E+12,abu_ubaida_primary_school_stream_03,619
52218632,0711121372,agent 00196,f,,1.002E+12,abu_ubaida_primary_school_stream_04,619
55211610,0713920173,agent 00197,f,,1.002E+12,abu_ubaida_primary_school_stream_05,619
63384165,0715209769,agent 00198,f,,1.002E+12,abu_ubaida_primary_school_stream_06,619
67806142,0712955932,agent 00199,m,,1.002E+12,miritini_primary_school_stream_01,659
45279754,0729030000,agent 00200,f,,1.002E+12,miritini_primary_school_stream_02,659
41085112,0724812293,agent 00201,m,,1.002E+12,miritini_primary_school_stream_03,659
63643087,0710721533,agent 00202,m,,1.002E+12,miritini_primary_school_stream_04,659
55471296,0713181929,agent 00203,m,,1.002E+12,miritini_primary_school_stream_05,659
85486746,0728276429,agent 00204,f,,1.002E+12,miritini_primary_school_stream_06,659
65303745,0722609567,agent 00205,f,,1.002E+12,bamako_innitiative_miritini_stream_1,535
88552009,0727915831,agent 00206,f,,1.002E+12,bamako_innitiative_miritini_stream_02,535
11629210,0720554982,agent 00207,f,,1.002E+12,bamako_innitiative_miritini_stream_03,534
26165175,0716332893,agent 00208,m,,1.002E+12,railway_station_hall_stream_01,640
73015690,0727203932,agent 00209,f,,1.002E+12,railway_station_hall_stream_02,639
28206893,0729195963,agent 00210,m,,1.002E+12,railway_station_hall_stream_03,639
54096121,0722422497,agent 00211,m,,1.002E+12,railway_station_hall_stream_04,639
68898681,0716891413,agent 00212,m,,1.002E+12,railway_station_hall_stream_05,639
30511831,0726700263,agent 00213,f,,1.002E+12,railway_station_hall_stream_06,639
70167090,0721561376,agent 00214,f,,1.002E+12,railway_station_hall_stream_07,639
64817044,0725976323,agent 00215,f,,1.002E+12,railway_station_hall_stream_08,639
76731760,0718066125,agent 00216,f,,1.002E+12,railway_station_hall_stream_09,639
92753530,0728219113,agent 00217,m,,1.002E+12,railway_station_hall_stream_10,639
91819313,0718073725,agent 00218,f,,1.002E+12,mwamlai_primary_school_stream_01,533
26841027,0724630496,agent 00219,m,,1.002E+12,mwamlai_primary_school_stream_02,533
58763754,0722017519,agent 00220,m,,1.002E+12,mwamlai_primary_school_stream_03,533
90831229,0714968338,agent 00221,m,,1.002E+12,mwamlai_primary_school_stream_04,533
20554546,0719920425,agent 00222,f,,1.002E+12,chabeat_open_ground_chamuny_stream_01,29
67031316,0719491531,agent 00223,f,,1.002E+12,maganda_primary_school_stream_01,223
51910418,0730853936,agent 00224,f,,1.002E+12,ministry_of_water_tanks_stream_01,615
31103784,0716401645,agent 00225,f,,1.002E+12,ministry_of_water_tanks_stream_02,614
83291593,0725206686,agent 00226,m,,1.002E+12,ministry_of_water_tanks_stream_03,614
32089967,0710463927,agent 00227,f,,1.002E+12,ministry_of_water_tanks_stream_04,614
44608068,0710494072,agent 00228,m,,1.002E+12,ministry_of_water_tanks_stream_05,614
23991160,0718207274,agent 00229,m,,1.002E+12,ministry_of_water_tanks_stream_06,614
84354410,0715467580,agent 00230,m,,1.002E+12,owino_uhuru_nursery_school_stream_01,476
39702041,0714251901,agent 00231,f,,1.002E+12,owino_uhuru_nursery_school_stream_02,476
60712615,0725481654,agent 00232,f,,1.002E+12,owino_uhuru_nursery_school_stream_03,476
33257364,0716220990,agent 00233,f,,1.002E+12,kwa_shee_primary_school_stream_01,605
29262795,0719997542,agent 00234,f,,1.002E+12,kwa_shee_primary_school_stream_02,605
85130350,0720018208,agent 00235,m,,1.002E+12,kwa_shee_primary_school_stream_03,604
21465816,0718958225,agent 00236,f,,1.002E+12,kwa_shee_primary_school_stream_04,604
56647904,0719930101,agent 00237,m,,1.002E+12,kwa_shee_primary_school_stream_05,604
57246758,0727629189,agent 00238,m,,1.002E+12,amani_primary_school_stream_01,643
75308028,0724956681,agent 00239,m,,1.002E+12,amani_primary_school_stream_02,643
56643740,0723258504,agent 00240,f,,1.002E+12,amani_primary_school_stream_03,643
26404716,0723811354,agent 00241,f,,1.002E+12,amani_primary_school_stream_04,643
71517232,0729609818,agent 00242,f,,1.002E+12,amani_primary_school_stream_05,643
98923296,0719121890,agent 00243,f,,1.002E+12,amani_primary_school_stream_06,643
78169551,0711704384,agent 00244,m,,1.002E+12,amani_primary_school_stream_07,643
29612877,0722254846,agent 00245,f,,1.002E+12,amani_primary_school_stream_08,643
85857141,0722908329,agent 00246,m,,1.002E+12,amani_primary_school_stream_09,643
87860892,0721593503,agent 00247,m,,1.002E+12,amani_primary_school_stream_10,642
98001187,0724150219,agent 00248,m,,1.002E+12,amani_primary_school_stream_11,642
52511524,0716542283,agent 00249,f,,1.002E+12,st_marys_bangladesh_primary_sch_stream_01,672
58916952,0722003687,agent 00250,f,,1.002E+12,st_marys_bangladesh_primary_sch_stream_02,672
83911617,0718077252,agent 00251,f,,1.002E+12,st_marys_bangladesh_primary_sch_stream_03,671
97136434,0725819316,agent 00252,f,,1.002E+12,st_marys_bangladesh_primary_sch_stream_04,671
39179302,0713610884,agent 00253,m,,1.002E+12,st_marys_bangladesh_primary_sch_stream_05,671
38354769,0722856748,agent 00254,f,,1.002E+12,st_marys_bangladesh_primary_sch_stream_06,671
15587775,0726446327,agent 00255,m,,1.002E+12,st_marys_bangladesh_primary_sch_stream_07,671
78629933,0727454734,agent 00256,m,,1.002E+12,mikindani_primary_school_stream_01,625
61431847,0730253153,agent 00257,m,,1.002E+12,mikindani_primary_school_stream_02,625
89547940,0711897789,agent 00258,f,,1.002E+12,mikindani_primary_school_stream_03,625
56712179,0718155933,agent 00259,f,,1.002E+12,mikindani_primary_school_stream_04,625
10888296,0710724218,agent 00260,f,,1.002E+12,mikindani_primary_school_stream_05,625
25935887,0710279067,agent 00261,f,,1.002E+12,mikindani_primary_school_stream_06,624
98924293,0723175197,agent 00262,m,,1.002E+12,mikindani_primary_school_stream_07,624
39113220,0713580380,agent 00263,f,,1.002E+12,mikindani_primary_school_stream_08,624
87092061,0722355257,agent 00264,m,,1.002E+12,mikindani_primary_school_stream_09,624
27929137,0720394846,agent 00265,m,,1.002E+12,new_kibarani_primary_school_stream_01,602
15150385,0717511827,agent 00266,m,,1.002E+12,kajembe_high_school_stream_01,661
45297432,0723266438,agent 00267,f,,1.002E+12,kajembe_high_school_stream_02,660
87623776,0713161454,agent 00268,f,,1.002E+12,kajembe_high_school_stream_03,660
50881514,0725497150,agent 00269,f,,1.002E+12,kajembe_high_school_stream_04,660
59072645,0719363729,agent 00270,f,,1.002E+12,kajembe_high_school_stream_05,660
22351915,0722704219,agent 00271,m,,1.002E+12,kajembe_high_school_stream_06,660
22083166,0716274816,agent 00272,f,,1.002E+12,kajembe_high_school_stream_07,660
82417362,0720468394,agent 00273,m,,1.002E+12,kajembe_high_school_stream_08,660
14279560,0713570780,agent 00274,m,,1.002E+12,kajembe_high_school_stream_09,660
23395584,0727773660,agent 00275,m,,1.002E+12,kajembe_high_school_stream_10,660
69756098,0718264335,agent 00276,f,,1.002E+12,nazarene_nursery_school_stream_01,36
78364245,0717431705,agent 00277,f,,1.002E+12,mwembeni_open_grounds_stream_01,29
13034083,0726245211,agent 00278,f,,1.003E+12,kisauni_baptist_primary_school_stream_01,655
54649004,0719284274,agent 00279,f,,1.003E+12,kisauni_baptist_primary_school_stream_02,655
92268399,0719792996,agent 00280,m,,1.003E+12,kisauni_baptist_primary_school_stream_03,655
50095137,0716031958,agent 00281,f,,1.003E+12,kisauni_baptist_primary_school_stream_04,655
27133960,0715122730,agent 00282,m,,1.003E+12,kisauni_baptist_primary_school_stream_05,655
96937583,0727471466,agent 00283,m,,1.003E+12,kisauni_baptist_primary_school_stream_06,655
92979411,0721694159,agent 00284,m,,1.003E+12,kisauni_baptist_primary_school_stream_07,655
42345416,0721913303,agent 00285,f,,1.003E+12,kisauni_baptist_primary_school_stream_08,655
62418342,0715770846,agent 00286,f,,1.003E+12,kisauni_baptist_primary_school_stream_09,655
19935103,0725088146,agent 00287,f,,1.003E+12,kisauni_baptist_primary_school_stream_10,654
97386261,0713967064,agent 00288,f,,1.003E+12,kisauni_baptist_primary_school_stream_11,654
49361516,0717646081,agent 00289,m,,1.003E+12,kisauni_baptist_primary_school_stream_12,654
38659285,0721635945,agent 00290,f,,1.003E+12,kisauni_baptist_primary_school_stream_13,654
74551101,0716965525,agent 00291,m,,1.003E+12,kisauni_baptist_primary_school_stream_14,654
18593676,0729762805,agent 00292,m,,1.003E+12,kisauni_water_&_sewerage_offices_stream_01,694
48198748,0725831871,agent 00293,m,,1.003E+12,kisauni_water_&_sewerage_offices_stream_02,694
24900333,0725680489,agent 00294,f,,1.003E+12,kisauni_water_&_sewerage_offices_stream_03,693
61119692,0713710000,agent 00295,f,,1.003E+12,kisauni_water_&_sewerage_offices_stream_04,693
59565242,0719161606,agent 00296,f,,1.003E+12,kisauni_water_&_sewerage_offices_stream_05,693
33613342,0714478276,agent 00297,f,,1.003E+12,kisauni_water_&_sewerage_offices_stream_06,693
92868024,0723391377,agent 00298,m,,1.003E+12,kisauni_water_&_sewerage_offices_stream_07,693
14625467,0712576222,agent 00299,f,,1.003E+12,kadongo_grounds_mishomoron_stream_01,690
79197428,0713420820,agent 00300,m,,1.003E+12,kadongo_grounds_mishomoron_stream_02,690
96910968,0723602962,agent 00301,m,,1.003E+12,kadongo_grounds_mishomoron_stream_03,690
67986054,0722970603,agent 00302,m,,1.003E+12,kadongo_grounds_mishomoron_stream_04,690
89013540,0717288289,agent 00303,f,,1.003E+12,kadongo_grounds_mishomoron_stream_05,689
41816293,0714241154,agent 00304,f,,1.003E+12,kadongo_grounds_mishomoron_stream_06,689
84647105,0718633743,agent 00305,f,,1.003E+12,kadongo_grounds_mishomoron_stream_07,689
70695437,0721264431,agent 00306,f,,1.003E+12,kadongo_grounds_mishomoron_stream_08,689
47663066,0720825965,agent 00307,m,,1.003E+12,kadongo_grounds_mishomoron_stream_09,689
36819689,0717538332,agent 00308,f,,1.003E+12,palani_grounds_stream_01,617
60571735,0715109467,agent 00309,m,,1.003E+12,palani_grounds_stream_02,617
91977842,0712692950,agent 00310,m,,1.003E+12,palani_grounds_stream_03,617
82578696,0728802092,agent 00311,m,,1.003E+12,palani_grounds_stream_04,617
71580769,0713584558,agent 00312,f,,1.003E+12,manyani_grounds_stream_01,570
25919986,0728260005,agent 00313,f,,1.003E+12,manyani_grounds_stream_02,570
17162760,0726670201,agent 00314,f,,1.003E+12,manyani_grounds_stream_03,569
48200626,0715233813,agent 00315,f,,1.003E+12,manyani_grounds_stream_04,569
15467809,0726055667,agent 00316,m,,1.003E+12,manyani_grounds_stream_05,569
78443190,0725911788,agent 00317,f,,1.003E+12,ifc_church_stream_01,631
30303085,0726954271,agent 00318,m,,1.003E+12,ifc_church_stream_02,631
63688703,0717951315,agent 00319,m,,1.003E+12,ifc_church_stream_03,631
76643436,0726195253,agent 00320,m,,1.003E+12,ifc_church_stream_04,631
51860019,0714453106,agent 00321,f,,1.003E+12,ifc_church_stream_05,631
24598355,0726929896,agent 00322,f,,1.003E+12,ifc_church_stream_06,631
17135264,0710289484,agent 00323,f,,1.003E+12,ifc_church_stream_07,631
40718411,0711785685,agent 00324,f,,1.003E+12,ifc_church_stream_08,631
